"",workID,TitleHZ,poetID,NameHZ,role,Sex,relation
2752,223,琴韻樓詩:二卷(清胡緣撰),6494,胡金題,像贊作者,男,suspicious
2753,223,琴韻樓詩:二卷(清胡緣撰),6463,吳騫,題辭,男,None
2754,223,琴韻樓詩:二卷(清胡緣撰),6673,車朝桂,題辭,男,None
2755,223,琴韻樓詩:二卷(清胡緣撰),6495,徐祖鎏,題辭,男,None
2756,223,琴韻樓詩:二卷(清胡緣撰),6496,戴敦元,題辭,男,None
2757,223,琴韻樓詩:二卷(清胡緣撰),6497,李賡蕓,題辭,男,None
2578,223,琴韻樓詩:二卷(清胡緣撰),4445,郭麐,序作者,男,None
2758,223,琴韻樓詩:二卷(清胡緣撰),6498,應時良,題辭,男,None
2760,223,琴韻樓詩:二卷(清胡緣撰),6607,蔣浩,題辭,男,None
2761,223,琴韻樓詩:二卷(清胡緣撰),6675,沈蘭生,題辭,男,None
2762,223,琴韻樓詩:二卷(清胡緣撰),6114,郭鳳,題辭,男,None
2763,223,琴韻樓詩:二卷(清胡緣撰),6499,俞思謙,題辭,男,None
2764,223,琴韻樓詩:二卷(清胡緣撰),6610,翟元,題辭,男,None
2765,223,琴韻樓詩:二卷(清胡緣撰),6611,章光曾,題辭,男,None
2766,223,琴韻樓詩:二卷(清胡緣撰),6573,董國華,題辭,男,None
2767,223,琴韻樓詩:二卷(清胡緣撰),6501,張青選,題辭,男,None
2768,223,琴韻樓詩:二卷(清胡緣撰),6677,高廷璨,題辭,男,None
2759,223,琴韻樓詩:二卷(清胡緣撰),6674,景文,題辭,男,None
2821,223,琴韻樓詩:二卷(清胡緣撰),6529,汪繼熊,題辭,男,None
2826,223,琴韻樓詩:二卷(清胡緣撰),6648,張步蘐,題辭,女,None
2823,223,琴韻樓詩:二卷(清胡緣撰),108,廖雲錦,題辭,女,None
2818,223,琴韻樓詩:二卷(清胡緣撰),6693,王槐,題辭,男,None
2817,223,琴韻樓詩:二卷(清胡緣撰),6527,許乃濟,題辭,男,None
2816,223,琴韻樓詩:二卷(清胡緣撰),6526,李紹城,題辭,男,None
2815,223,琴韻樓詩:二卷(清胡緣撰),6644,趙振盈,題辭,男,None
2814,223,琴韻樓詩:二卷(清胡緣撰),6692,屈家芷,題辭,男,None
2812,223,琴韻樓詩:二卷(清胡緣撰),6691,馮文熊,題辭,男,None
2811,223,琴韻樓詩:二卷(清胡緣撰),6525,高崇瑞,題辭,男,None
2855,223,琴韻樓詩:二卷(清胡緣撰),6654,孫湘畹,作者,女,None
2810,223,琴韻樓詩:二卷(清胡緣撰),6524,高崇瑚,題辭,男,None
2808,223,琴韻樓詩:二卷(清胡緣撰),6638,李錫瓚,題辭,男,None
2807,223,琴韻樓詩:二卷(清胡緣撰),6522,陸炯,題辭,男,None
2806,223,琴韻樓詩:二卷(清胡緣撰),6521,姚前機,題辭,男,None
2805,223,琴韻樓詩:二卷(清胡緣撰),6520,姚清華,題辭,男,None
2804,223,琴韻樓詩:二卷(清胡緣撰),6519,易鳳庭,題辭,男,None
2803,223,琴韻樓詩:二卷(清胡緣撰),6518,袁步先,題辭,男,None
2802,223,琴韻樓詩:二卷(清胡緣撰),6632,馬華鼎,題辭,男,None
2809,223,琴韻樓詩:二卷(清胡緣撰),6640,沈毓楣,題辭,男,None
2854,223,琴韻樓詩:二卷(清胡緣撰),6665,許景鐘,跋作者,男,None
2853,223,琴韻樓詩:二卷(清胡緣撰),6667,胡金勝,輓詞作者,男,suspicious
2852,223,琴韻樓詩:二卷(清胡緣撰),6695,蔣清,作者,女,None
2837,223,琴韻樓詩:二卷(清胡緣撰),6533,李堂,題辭,男,None
2836,223,琴韻樓詩:二卷(清胡緣撰),6532,倪稻孫,題辭,男,None
2835,223,琴韻樓詩:二卷(清胡緣撰),6654,孫湘畹,題辭,女,None
2834,223,琴韻樓詩:二卷(清胡緣撰),6696,姚雯花,題辭,女,None
2833,223,琴韻樓詩:二卷(清胡緣撰),3589,姚汭,題辭,女,None
2840,223,琴韻樓詩:二卷(清胡緣撰),6658,孫顥元,題辭,男,None
2841,223,琴韻樓詩:二卷(清胡緣撰),6659,孫熙元,題辭,男,None
2842,223,琴韻樓詩:二卷(清胡緣撰),6535,姚前樞,題辭,男,None
2843,223,琴韻樓詩:二卷(清胡緣撰),6697,華岑松,題辭,男,None
2844,223,琴韻樓詩:二卷(清胡緣撰),6536,楊試德,題辭,男,None
2845,223,琴韻樓詩:二卷(清胡緣撰),6537,沈蓮生,題辭,男,None
2846,223,琴韻樓詩:二卷(清胡緣撰),6538,徐善遷,題辭,男,None
2847,223,琴韻樓詩:二卷(清胡緣撰),6539,屈為章,題辭,男,None
2848,223,琴韻樓詩:二卷(清胡緣撰),243,孫雲鳳,題辭,女,None
2849,223,琴韻樓詩:二卷(清胡緣撰),6698,俞繡,作者,女,None
2850,223,琴韻樓詩:二卷(清胡緣撰),6699,許月英,作者,女,None
2851,223,琴韻樓詩:二卷(清胡緣撰),3549,范玉,作者,女,None
2801,223,琴韻樓詩:二卷(清胡緣撰),6690,唐肇基,題辭,男,None
2822,223,琴韻樓詩:二卷(清胡緣撰),1854,朱澄,題辭,女,None
2800,223,琴韻樓詩:二卷(清胡緣撰),6631,查世瑛,題辭,男,None
2798,223,琴韻樓詩:二卷(清胡緣撰),6517,屈宗建,題辭,男,None
2780,223,琴韻樓詩:二卷(清胡緣撰),6682,陸大松,題辭,男,None
2779,223,琴韻樓詩:二卷(清胡緣撰),6681,施成,題辭,男,None
2778,223,琴韻樓詩:二卷(清胡緣撰),6507,邱光華,題辭,男,None
2777,223,琴韻樓詩:二卷(清胡緣撰),6506,馬用俊,題辭,男,None
2776,223,琴韻樓詩:二卷(清胡緣撰),6680,馮源,題辭,男,None
2775,223,琴韻樓詩:二卷(清胡緣撰),6505,鍾大源,題辭,男,None
2774,223,琴韻樓詩:二卷(清胡緣撰),6679,劉炳,題辭,男,None
2781,223,琴韻樓詩:二卷(清胡緣撰),6683,張步蟾,題辭,男,None
2773,223,琴韻樓詩:二卷(清胡緣撰),6617,施嵩,題辭,男,None
2771,223,琴韻樓詩:二卷(清胡緣撰),6502,黃凱鈞,題辭,男,None
2770,223,琴韻樓詩:二卷(清胡緣撰),6614,徐紹曾,題辭,男,None
2828,223,琴韻樓詩:二卷(清胡緣撰),839,吳恆,題辭,女,None
2827,223,琴韻樓詩:二卷(清胡緣撰),6649,陳寶鈿,題辭,女,None
2839,223,琴韻樓詩:二卷(清胡緣撰),6534,吳衡照,題辭,男,None
2825,223,琴韻樓詩:二卷(清胡緣撰),6695,蔣清,題辭,女,None
2824,223,琴韻樓詩:二卷(清胡緣撰),6530,查昌鵷,題辭,女,None
2772,223,琴韻樓詩:二卷(清胡緣撰),6615,馬國偉,題辭,男,None
2829,223,琴韻樓詩:二卷(清胡緣撰),1342,宋貞琇,題辭,女,None
2830,223,琴韻樓詩:二卷(清胡緣撰),6650,宋貞珮,題辭,女,None
2831,223,琴韻樓詩:二卷(清胡緣撰),6652,宋貞琬,題辭,女,None
2797,223,琴韻樓詩:二卷(清胡緣撰),6688,朱聲頌,題辭,男,None
2796,223,琴韻樓詩:二卷(清胡緣撰),6687,宋承瓛,題辭,男,None
2795,223,琴韻樓詩:二卷(清胡緣撰),6516,宋景龢,題辭,男,None
2794,223,琴韻樓詩:二卷(清胡緣撰),6515,錢人傑,題辭,男,None
2793,223,琴韻樓詩:二卷(清胡緣撰),6514,朱壬林,題辭,男,None
2792,223,琴韻樓詩:二卷(清胡緣撰),6686,沈潮,題辭,男,None
2791,223,琴韻樓詩:二卷(清胡緣撰),6627,徐元聲,題辭,男,None
2790,223,琴韻樓詩:二卷(清胡緣撰),6513,錢天樹,題辭,男,None
2789,223,琴韻樓詩:二卷(清胡緣撰),6512,楊于高,題辭,男,None
2788,223,琴韻樓詩:二卷(清胡緣撰),6624,車宸英,題辭,男,None
2787,223,琴韻樓詩:二卷(清胡緣撰),6685,張錦,題辭,男,None
2786,223,琴韻樓詩:二卷(清胡緣撰),6511,孫映煜,題辭,男,None
2785,223,琴韻樓詩:二卷(清胡緣撰),6684,劉開域,題辭,男,None
2784,223,琴韻樓詩:二卷(清胡緣撰),6510,高一諤,題辭,男,None
2783,223,琴韻樓詩:二卷(清胡緣撰),6509,毛元坤,題辭,男,None
2782,223,琴韻樓詩:二卷(清胡緣撰),6508,戈溫如,題辭,男,None
2832,223,琴韻樓詩:二卷(清胡緣撰),1914,孫夢月,題辭,女,None
2799,223,琴韻樓詩:二卷(清胡緣撰),6689,唐翮,題辭,男,None
2813,223,琴韻樓詩:二卷(清胡緣撰),6643,徐辰角,題辭,男,None
2820,223,琴韻樓詩:二卷(清胡緣撰),6528,姚培詠,題辭,男,None
3260,223,琴韻樓詩:二卷(清胡緣撰),6493,胡正基,作者,男,suspicious
873,223,琴韻樓詩:二卷(清胡緣撰),1315,胡緣,主要作者,女,own
2819,223,琴韻樓詩:二卷(清胡緣撰),6694,鄒志春,題辭,男,None
3258,223,琴韻樓詩:二卷(清胡緣撰),6665,許景鐘,輓詞作者,男,None
3259,223,琴韻樓詩:二卷(清胡緣撰),6667,胡金勝,作者,男,suspicious
887,224,北堂詩錄:一卷(清左氏撰),999,左氏,主要作者,女,own
985,224,北堂詩錄:一卷(清左氏撰),6540,張聰賢,跋作者,男,None
874,225,澹仙賦鈔:一卷(清熊璉撰),213,熊璉,主要作者,女,own
991,226,"淨香居詩草:一卷,淨香居題畫詩詞附:一卷(清金夢蘭撰)",6571,張問陶,題辭,男,None
987,226,"淨香居詩草:一卷,淨香居題畫詩詞附:一卷(清金夢蘭撰)",6570,吳鼒,題辭,男,None
986,226,"淨香居詩草:一卷,淨香居題畫詩詞附:一卷(清金夢蘭撰)",6068,翁方綱,序作者,男,None
988,226,"淨香居詩草:一卷,淨香居題畫詩詞附:一卷(清金夢蘭撰)",6484,汪端光,題辭,男,None
990,226,"淨香居詩草:一卷,淨香居題畫詩詞附:一卷(清金夢蘭撰)",6718,程璿,題辭,女,None
992,226,"淨香居詩草:一卷,淨香居題畫詩詞附:一卷(清金夢蘭撰)",6572,林頎,題辭,女,None
875,226,"淨香居詩草:一卷,淨香居題畫詩詞附:一卷(清金夢蘭撰)",6457,金夢蘭,主要作者,女,own
989,226,"淨香居詩草:一卷,淨香居題畫詩詞附:一卷(清金夢蘭撰)",6485,羅聘,題辭,男,None
993,227,留夢閣詩鈔:一卷(清康蕙蘭撰),6595,康亮鈞,序作者,男,None
876,227,留夢閣詩鈔:一卷(清康蕙蘭撰),874,康蕙蘭,主要作者,女,own
2561,228,佩蘭軒繡餘草:一卷(清愛新覺羅 文篁撰),8196,恩良,跋作者,男,None
2560,228,佩蘭軒繡餘草:一卷(清愛新覺羅 文篁撰),8195,恩隆,跋作者,男,None
2559,228,佩蘭軒繡餘草:一卷(清愛新覺羅 文篁撰),8197,慶岳,序作者,男,None
877,228,佩蘭軒繡餘草:一卷(清愛新覺羅 文篁撰),6458,愛新覺羅 文篁,主要作者,女,own
878,229,瑤華仙館詩鈔勝稾:一卷(清王蕙芳撰),1148,王蕙芳,主要作者,女,own
3261,229,瑤華仙館詩鈔勝稾:一卷(清王蕙芳撰),8300,袁蒓,跋作者,男,曾孫; 重孫
994,230,秋蕖閣剩草:一卷(清陳泰撰),6701,陳文駿,序作者,男,兄弟
995,230,秋蕖閣剩草:一卷(清陳泰撰),6505,鍾大源,序作者,男,曾姪孫;從曾孫
996,230,秋蕖閣剩草:一卷(清陳泰撰),6569,陳貞淑,跋作者,女,妹
997,230,秋蕖閣剩草:一卷(清陳泰撰),6702,鍾其恕,跋作者,男,孫
879,230,秋蕖閣剩草:一卷(清陳泰撰),1704,陳泰,主要作者,女,own
1002,231,"重刻近月亭詩稿:四卷,附十三名媛詩草:一卷(清紀玘文撰)",6543,李肇基,序作者,男,子
1001,231,"重刻近月亭詩稿:四卷,附十三名媛詩草:一卷(清紀玘文撰)",6544,李紹堃,序作者,男,suspicious
1000,231,"重刻近月亭詩稿:四卷,附十三名媛詩草:一卷(清紀玘文撰)",3860,紀玘文,序作者,女,自序
999,231,"重刻近月亭詩稿:四卷,附十三名媛詩草:一卷(清紀玘文撰)",6555,李煌,序作者,男,丈夫
998,231,"重刻近月亭詩稿:四卷,附十三名媛詩草:一卷(清紀玘文撰)",6542,劉掞,序作者,男,None
880,231,"重刻近月亭詩稿:四卷,附十三名媛詩草:一卷(清紀玘文撰)",3860,紀玘文,主要作者,女,own
881,232,張淑蓮詩稿:一卷(清張淑蓮撰),1745,張淑蓮,主要作者,女,own
1004,233,茹蘖閑房詩存:一卷(清陳勤撰),6566,朱沆,序作者,男,None
1003,233,茹蘖閑房詩存:一卷(清陳勤撰),5693,麟慶,傳記作者,男,None
882,233,茹蘖閑房詩存:一卷(清陳勤撰),4254,陳勤,主要作者,女,own
1005,233,茹蘖閑房詩存:一卷(清陳勤撰),6567,徐培深,NaN,男,None
1006,233,茹蘖閑房詩存:一卷(清陳勤撰),6568,符葆森,序作者,男,suspicious
2269,234,蘿月軒詩集:八卷(清史筠撰),7552,周郁濱,序作者,男,None
2270,234,蘿月軒詩集:八卷(清史筠撰),7553,史密,序作者,男,suspicious
2271,234,蘿月軒詩集:八卷(清史筠撰),8144,吳江月,序作者,男,None
2272,234,蘿月軒詩集:八卷(清史筠撰),7554,蔣孟尾,題辭,男,None
2293,234,蘿月軒詩集:八卷(清史筠撰),8161,王明,題辭,女,None
2268,234,蘿月軒詩集:八卷(清史筠撰),7551,廬毓嵩,序作者,男,None
2267,234,蘿月軒詩集:八卷(清史筠撰),7547,黃洙,序作者,男,None
2266,234,蘿月軒詩集:八卷(清史筠撰),8143,德克金布,序作者,男,None
2265,234,蘿月軒詩集:八卷(清史筠撰),8142,耿應宸,序作者,男,None
2294,234,蘿月軒詩集:八卷(清史筠撰),1367,史瑤卿,題辭,女,suspicious
2295,234,蘿月軒詩集:八卷(清史筠撰),8160,朱錫慶,題辭,男,None
2296,234,蘿月軒詩集:八卷(清史筠撰),8162,余耀,作者,男,None
2292,234,蘿月軒詩集:八卷(清史筠撰),7559,戴鑒,題辭,男,None
2273,234,蘿月軒詩集:八卷(清史筠撰),7555,鄂恆,題辭,男,None
2274,234,蘿月軒詩集:八卷(清史筠撰),7556,蔣庸,題辭,男,None
2298,234,蘿月軒詩集:八卷(清史筠撰),8162,余耀,序作者,男,None
2282,234,蘿月軒詩集:八卷(清史筠撰),8151,徐鉁,題辭,男,None
2276,234,蘿月軒詩集:八卷(清史筠撰),7557,夏祖煒,題辭,男,None
883,234,蘿月軒詩集:八卷(清史筠撰),1312,史筠,主要作者,女,own
2275,234,蘿月軒詩集:八卷(清史筠撰),8145,顧縉,題辭,男,None
2277,234,蘿月軒詩集:八卷(清史筠撰),8146,善禧,題辭,男,None
2278,234,蘿月軒詩集:八卷(清史筠撰),7558,殳慶源,題辭,男,None
2279,234,蘿月軒詩集:八卷(清史筠撰),8147,王師鋐,題辭,男,None
2280,234,蘿月軒詩集:八卷(清史筠撰),8148,沈欽華,題辭,男,None
2283,234,蘿月軒詩集:八卷(清史筠撰),7560,丁宗洛,題辭,男,None
2284,234,蘿月軒詩集:八卷(清史筠撰),8152,王蕙滋,題辭,男,None
2285,234,蘿月軒詩集:八卷(清史筠撰),8153,錢均,題辭,男,None
2286,234,蘿月軒詩集:八卷(清史筠撰),8154,王長卿,題辭,男,None
2287,234,蘿月軒詩集:八卷(清史筠撰),8155,蕭以霈,題辭,男,None
2291,234,蘿月軒詩集:八卷(清史筠撰),8159,沈芝芳,題辭,男,None
2281,234,蘿月軒詩集:八卷(清史筠撰),8150,屠履垣,題辭,男,None
2289,234,蘿月軒詩集:八卷(清史筠撰),8157,張敦壎,題辭,男,None
2288,234,蘿月軒詩集:八卷(清史筠撰),8156,杜清和,題辭,男,None
2290,234,蘿月軒詩集:八卷(清史筠撰),8158,陳兆觀,題辭,男,None
1012,235,湘雲閣殘稿:三卷(清顧德貞撰),6703,蕭志蘇,輓詞作者,男,None
1011,235,湘雲閣殘稿:三卷(清顧德貞撰),6703,蕭志蘇,傳記作者,男,None
1010,235,湘雲閣殘稿:三卷(清顧德貞撰),6704,戴嘉瑛,序作者,女,None
1009,235,湘雲閣殘稿:三卷(清顧德貞撰),6705,鄭家瑴,題辭,男,None
1007,235,湘雲閣殘稿:三卷(清顧德貞撰),6706,閔瀛,序作者,男,None
884,235,湘雲閣殘稿:三卷(清顧德貞撰),6459,顧德貞,主要作者,女,own
1008,235,湘雲閣殘稿:三卷(清顧德貞撰),6564,樊彬,題辭,男,None
885,236,紫藤花館詩:一卷(清黃璇撰),6460,黃璇,主要作者,女,own
3064,236,紫藤花館詩:一卷(清黃璇撰),6491,徐啟元,作者,男,None
1014,237,倩梅簃遺稿:一卷(清戴小玉撰),6565,朱文檀,跋作者,男,None
886,237,倩梅簃遺稿:一卷(清戴小玉撰),4031,戴小玉,主要作者,女,own
1013,237,倩梅簃遺稿:一卷(清戴小玉撰),6563,戴熙,序作者,男,兄
888,238,清芬閣吟稿:一卷(清許英撰),3636,許英,主要作者,女,own
1015,238,清芬閣吟稿:一卷(清許英撰),6562,沈濤,跋作者,男,子
889,239,澹宜書屋詩草:二卷(清高鳳樓撰),4059,高鳳樓,主要作者,女,own
1018,239,澹宜書屋詩草:二卷(清高鳳樓撰),417,高學沅,跋作者,男,從子;姪子
1017,239,澹宜書屋詩草:二卷(清高鳳樓撰),3571,黃履,序作者,女,None
1016,239,澹宜書屋詩草:二卷(清高鳳樓撰),6541,金舜儀,題辭,女,None
2576,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),7452,文通,跋作者,男,None
2577,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),7137,陸瀾生,作者,男,丈夫
2573,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),7131,楊和鳴,題辭,男,None
2572,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),7132,劉家謀,題辭,男,None
2569,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),7133,梁康辰,序作者,男,None
2574,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),7133,梁康辰,題辭,男,None
2568,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),7132,劉家謀,序作者,男,None
2567,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),7131,楊和鳴,序作者,男,None
2563,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),7130,楊鶴鳴,序作者,男,None
3262,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),696,艷雪,作者,女,None
3263,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),1466,何佩芬,作者,女,None
3264,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),6152,何佩蘭,作者,女,None
2575,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),7136,吳世培,題辭,男,None
2571,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),7135,徐寶森,題辭,男,None
2570,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),7134,鄭祖琛,題辭,男,None
890,240,涵碧樓詩稿初刻:二卷(清黃雲湘撰),1279,黃雲湘,主要作者,女,own
3377,241,散花天室稿:三卷(清胡相端撰),8422,錢栻,序作者,男,None
891,241,散花天室稿:三卷(清胡相端撰),1668,胡相端,主要作者,女,own
2348,241,散花天室稿:三卷(清胡相端撰),6484,汪端光,跋作者,男,None
3376,241,散花天室稿:三卷(清胡相端撰),8424,潘宗秇,題辭,男,None
3374,241,散花天室稿:三卷(清胡相端撰),8425,陳邦泰,序作者,男,None
3373,241,散花天室稿:三卷(清胡相端撰),8421,李廷芳,序作者,男,None
3375,241,散花天室稿:三卷(清胡相端撰),8425,陳邦泰,題辭,男,None
1019,241,散花天室稿:三卷(清胡相端撰),6120,唐仲冕,序作者,男,None
892,242,延秋閣賸藁(清趙景淑撰),6473,趙景淑,主要作者,女,own
2314,242,延秋閣賸藁(清趙景淑撰),6707,趙掌宣,作者,男,None
2313,242,延秋閣賸藁(清趙景淑撰),1081,吳仲嫻,作者,女,None
1020,243,浣香詩鈔: 一卷(清葉令昭撰),6590,葉紹本,序作者,男,suspicious
893,243,浣香詩鈔: 一卷(清葉令昭撰),1155,葉令昭,主要作者,女,own
2555,244,白雲洞天詩藁:一卷(清沈瑴撰),6793,祝躍雲,題辭,男,None
2554,244,白雲洞天詩藁:一卷(清沈瑴撰),6557,吳清鵬,題辭,男,None
2552,244,白雲洞天詩藁:一卷(清沈瑴撰),6792,祝淳嘏,題辭,男,None
2551,244,白雲洞天詩藁:一卷(清沈瑴撰),6561,阮恩甲,題辭,男,None
2550,244,白雲洞天詩藁:一卷(清沈瑴撰),6794,稽榮培,題辭,男,None
2549,244,白雲洞天詩藁:一卷(清沈瑴撰),6559,阮亨,題辭,男,None
2547,244,白雲洞天詩藁:一卷(清沈瑴撰),6793,祝躍雲,序作者,男,None
2546,244,白雲洞天詩藁:一卷(清沈瑴撰),6559,阮亨,序作者,男,None
2545,244,白雲洞天詩藁:一卷(清沈瑴撰),6558,祝同治,序作者,男,None
2544,244,白雲洞天詩藁:一卷(清沈瑴撰),6792,祝淳嘏,序作者,男,None
2543,244,白雲洞天詩藁:一卷(清沈瑴撰),6791,劉翊泰,序作者,男,None
2542,244,白雲洞天詩藁:一卷(清沈瑴撰),6557,吳清鵬,序作者,男,None
894,244,白雲洞天詩藁:一卷(清沈瑴撰),2663,沈瑴,主要作者,女,own
2548,244,白雲洞天詩藁:一卷(清沈瑴撰),6560,周鐄,題辭,男,None
895,245,"紅香館詩草:一卷,紅香館詩餘:一卷(清惲珠撰)",274,惲珠,主要作者,女,own
1025,245,"紅香館詩草:一卷,紅香館詩餘:一卷(清惲珠撰)",6576,鄭汝楫,跋作者,男,None
1022,245,"紅香館詩草:一卷,紅香館詩餘:一卷(清惲珠撰)",6574,林培厚,序作者,男,None
1023,245,"紅香館詩草:一卷,紅香館詩餘:一卷(清惲珠撰)",6575,高鶚,序作者,男,None
1026,245,"紅香館詩草:一卷,紅香館詩餘:一卷(清惲珠撰)",6577,蔣重申,跋作者,女,孫媳
1021,245,"紅香館詩草:一卷,紅香館詩餘:一卷(清惲珠撰)",2135,蔡之定,序作者,男,None
1024,245,"紅香館詩草:一卷,紅香館詩餘:一卷(清惲珠撰)",6731,崇碩,跋作者,男,None
1027,246,"鳳池仙館詩存:一卷,鳳池仙館詩餘:一卷(清郭佩芳撰)",6578,顧承,序作者,男,None
1028,246,"鳳池仙館詩存:一卷,鳳池仙館詩餘:一卷(清郭佩芳撰)",343,沈兆霖,傳記作者,男,None
896,246,"鳳池仙館詩存:一卷,鳳池仙館詩餘:一卷(清郭佩芳撰)",3655,郭佩芳,主要作者,女,own
1029,246,"鳳池仙館詩存:一卷,鳳池仙館詩餘:一卷(清郭佩芳撰)",6708,郭瑞光,傳記作者,男,suspicious
1030,246,"鳳池仙館詩存:一卷,鳳池仙館詩餘:一卷(清郭佩芳撰)",6579,郭鳳梁,附記作者,男,suspicious
1031,246,"鳳池仙館詩存:一卷,鳳池仙館詩餘:一卷(清郭佩芳撰)",6580,郭榮光,跋作者,男,父
1032,246,"鳳池仙館詩存:一卷,鳳池仙館詩餘:一卷(清郭佩芳撰)",6709,郭鳳岡,跋作者,男,suspicious
1033,246,"鳳池仙館詩存:一卷,鳳池仙館詩餘:一卷(清郭佩芳撰)",6579,郭鳳梁,跋作者,男,suspicious
897,247,繡餘草:一卷(清趙玉樓撰),6480,趙玉樓,主要作者,女,own
898,248,雁字箋:一卷(清郎霞裳撰),6481,郎霞裳,主要作者,女,own
1034,248,雁字箋:一卷(清郎霞裳撰),6717,張志詠,序作者,男,None
899,249,"冬青書室吟稿:二卷,冬青書室文稿:一卷(清晏訴真撰)",6482,晏訴真,主要作者,女,own
3370,249,"冬青書室吟稿:二卷,冬青書室文稿:一卷(清晏訴真撰)",8418,汪文鸞,題辭,女,None
3372,249,"冬青書室吟稿:二卷,冬青書室文稿:一卷(清晏訴真撰)",8417,許若蘭,題辭,女,None
3371,249,"冬青書室吟稿:二卷,冬青書室文稿:一卷(清晏訴真撰)",3918,姚文玉,題辭,女,None
3378,249,"冬青書室吟稿:二卷,冬青書室文稿:一卷(清晏訴真撰)",8419,陳希文,作者,女,None
3379,249,"冬青書室吟稿:二卷,冬青書室文稿:一卷(清晏訴真撰)",8430,程雲,序作者,男,None
3380,249,"冬青書室吟稿:二卷,冬青書室文稿:一卷(清晏訴真撰)",8431,孫殿齡,序作者,男,None
900,250,"三十六芙蓉詩存:一卷, 夢影詞:一卷(清關鍈撰)",190,關鍈,主要作者,女,own
1037,250,"三十六芙蓉詩存:一卷, 夢影詞:一卷(清關鍈撰)",410,秦雲,像贊作者,女,None
1035,250,"三十六芙蓉詩存:一卷, 夢影詞:一卷(清關鍈撰)",6747,嚴保庸,序作者,男,None
1036,250,"三十六芙蓉詩存:一卷, 夢影詞:一卷(清關鍈撰)",6748,周可宗,NaN,男,None
1038,250,"三十六芙蓉詩存:一卷, 夢影詞:一卷(清關鍈撰)",418,魏謙升,序作者,男,None
1042,251,"有誠堂吟稿:一卷,有誠堂詩餘:一卷 (清方彥珍撰)",5682,張安保,題辭,男,None
1044,251,"有誠堂吟稿:一卷,有誠堂詩餘:一卷 (清方彥珍撰)",6711,谷文治,序作者,男,None
1040,251,"有誠堂吟稿:一卷,有誠堂詩餘:一卷 (清方彥珍撰)",5651,李周南,題辭,男,None
901,251,"有誠堂吟稿:一卷,有誠堂詩餘:一卷 (清方彥珍撰)",214,方彥珍,主要作者,女,own
1045,251,"有誠堂吟稿:一卷,有誠堂詩餘:一卷 (清方彥珍撰)",6713,劉錫如,跋作者,男,None
1046,251,"有誠堂吟稿:一卷,有誠堂詩餘:一卷 (清方彥珍撰)",6712,程文選,題辭,女,女兒
1041,251,"有誠堂吟稿:一卷,有誠堂詩餘:一卷 (清方彥珍撰)",6484,汪端光,序作者,男,None
1043,251,"有誠堂吟稿:一卷,有誠堂詩餘:一卷 (清方彥珍撰)",6710,方贊清,序作者,男,suspicious
1039,251,"有誠堂吟稿:一卷,有誠堂詩餘:一卷 (清方彥珍撰)",6581,屠倬,序作者,男,None
1538,253,學靜軒遺詩:一卷(清孔淑成撰),7354,王培,題辭,男,None
1539,253,學靜軒遺詩:一卷(清孔淑成撰),4886,沈宗約,題辭,男,None
1537,253,學靜軒遺詩:一卷(清孔淑成撰),6745,孔憲恭,題辭,男,suspicious
1536,253,學靜軒遺詩:一卷(清孔淑成撰),4831,孔憲彝,題辭,男,suspicious
902,253,學靜軒遺詩:一卷(清孔淑成撰),1061,孔淑成,主要作者,女,own
1533,253,學靜軒遺詩:一卷(清孔淑成撰),6743,孔廣權,題辭,男,suspicious
1532,253,學靜軒遺詩:一卷(清孔淑成撰),7351,史誨,題辭,男,None
1534,253,學靜軒遺詩:一卷(清孔淑成撰),7352,王榮封,題辭,男,None
1540,253,學靜軒遺詩:一卷(清孔淑成撰),1368,孔昭蕙,題辭,女,suspicious
1535,253,學靜軒遺詩:一卷(清孔淑成撰),6744,鄭憲銓,題辭,男,None
1542,253,學靜軒遺詩:一卷(清孔淑成撰),1737,張絢霄,題辭,女,None
1541,253,學靜軒遺詩:一卷(清孔淑成撰),7353,孔憲階,題辭,男,suspicious
1049,253,學靜軒遺詩:一卷(清孔淑成撰),6741,孔傳钺,題辭,男,suspicious
1048,253,學靜軒遺詩:一卷(清孔淑成撰),6740,方元鹍,題辭,男,None
1547,253,學靜軒遺詩:一卷(清孔淑成撰),3619,孔韞輝,題辭,女,suspicious
1050,253,學靜軒遺詩:一卷(清孔淑成撰),6742,史譜,題辭,男,None
1047,253,學靜軒遺詩:一卷(清孔淑成撰),3639,葉俊傑,序作者,女,None
