"",workID,TitleHZ,poetID,NameHZ,role,Sex,relation
3277,125,雅安書屋文集﹕二卷(清汪嫈撰),8308,屠湘之,題辭,男,None
3278,125,雅安書屋文集﹕二卷(清汪嫈撰),8309,石景芬,題辭,男,None
2650,125,雅安書屋文集﹕二卷(清汪嫈撰),5660,溫葆淳,題辭,男,None
2532,125,雅安書屋文集﹕二卷(清汪嫈撰),5638,王翼鳳,序作者,男,None
2533,125,雅安書屋文集﹕二卷(清汪嫈撰),5637,江月娥,跋作者,女,None
2535,125,雅安書屋文集﹕二卷(清汪嫈撰),5639,吳椿,序作者,男,None
2536,125,雅安書屋文集﹕二卷(清汪嫈撰),5641,曹恩濙,墓志詺作者,男,None
2537,125,雅安書屋文集﹕二卷(清汪嫈撰),5735,梅植之,輓詞作者,男,None
2538,125,雅安書屋文集﹕二卷(清汪嫈撰),5692,國賢,輓詞作者,男,None
2534,125,雅安書屋文集﹕二卷(清汪嫈撰),5640,夏玉珍,跋作者,女,suspicious
2590,125,雅安書屋文集﹕二卷(清汪嫈撰),4453,汪和,輓詞作者,男,suspicious
2580,125,雅安書屋文集﹕二卷(清汪嫈撰),8192,李龠通,傳記作者,男,None
2581,125,雅安書屋文集﹕二卷(清汪嫈撰),8193,劉文淇,傳記作者,男,None
2582,125,雅安書屋文集﹕二卷(清汪嫈撰),8194,謝長齡,輓詞作者,男,None
2583,125,雅安書屋文集﹕二卷(清汪嫈撰),8205,談素勲,輓詞作者,男,None
2584,125,雅安書屋文集﹕二卷(清汪嫈撰),8206,程德煊,輓詞作者,男,suspicious
2588,125,雅安書屋文集﹕二卷(清汪嫈撰),7265,駱石雲,輓詞作者,男,None
2587,125,雅安書屋文集﹕二卷(清汪嫈撰),8208,朱憲會,輓詞作者,男,None
2586,125,雅安書屋文集﹕二卷(清汪嫈撰),8207,談怡會,輓詞作者,女,None
2585,125,雅安書屋文集﹕二卷(清汪嫈撰),8200,張銓,輓詞作者,男,None
2539,126,道安室雜文﹕一卷﹐蕭閒堂遺詩﹕一卷﹐戴花平安室詞﹕一卷﹐平安室雜記﹕ 一卷(清蕭道管撰),4104,陳衍,傳記作者,男,丈夫
764,126,道安室雜文﹕一卷﹐蕭閒堂遺詩﹕一卷﹐戴花平安室詞﹕一卷﹐平安室雜記﹕ 一卷(清蕭道管撰),3856,蕭道管,主要作者,女,own
2540,126,道安室雜文﹕一卷﹐蕭閒堂遺詩﹕一卷﹐戴花平安室詞﹕一卷﹐平安室雜記﹕ 一卷(清蕭道管撰),4104,陳衍,作者,男,丈夫
1284,127,讀史管見﹕三卷(清李晚芳撰),5634,梁景璋,序作者,男,suspicious
1285,127,讀史管見﹕三卷(清李晚芳撰),5584,李晚芳,序作者,女,自序
1283,127,讀史管見﹕三卷(清李晚芳撰),5635,伍鼎臣,序作者,男,None
1282,127,讀史管見﹕三卷(清李晚芳撰),1172,謝方端,序作者,女,None
1281,127,讀史管見﹕三卷(清李晚芳撰),5633,池內奉時,序作者,男,None
1286,127,讀史管見﹕三卷(清李晚芳撰),5636,李履中,跋作者,男,suspicious
762,127,讀史管見﹕三卷(清李晚芳撰),5584,李晚芳,主要作者,女,own
770,128,閨秀正始再續集(民國單士釐輯),5590,單士釐,编輯,女,own
771,129,宮閨文選：二十六卷，姓氏小錄 : 一卷（清周壽昌輯訂）,5591,周壽昌,编輯,男,own
772,130,清吟齋遺詩(清莊其坤撰),5776,莊其坤,主要作者,女,own
2359,130,清吟齋遺詩(清莊其坤撰),5778,王文韶,序作者,男,None
2361,130,清吟齋遺詩(清莊其坤撰),5779,鍾毓,傳記作者,男,None
2360,130,清吟齋遺詩(清莊其坤撰),5777,葛起鵬,傳記作者,男,None
3257,131,"桐華閣詩集:詩草三卷,詩餘一卷(清慶鳳暉撰)",8188,慶鳳亭,作者,女,suspicious
2362,131,"桐華閣詩集:詩草三卷,詩餘一卷(清慶鳳暉撰)",5780,王恩鑄,序作者,男,None
2363,131,"桐華閣詩集:詩草三卷,詩餘一卷(清慶鳳暉撰)",5781,曹典初,序作者,男,None
2364,131,"桐華閣詩集:詩草三卷,詩餘一卷(清慶鳳暉撰)",5782,盧震鏊,序作者,男,None
773,131,"桐華閣詩集:詩草三卷,詩餘一卷(清慶鳳暉撰)",4278,慶鳳暉,主要作者,女,own
778,132,聽簧閣存草(清洪暉堂撰),5792,陳勱,傳記作者,男,None
777,132,聽簧閣存草(清洪暉堂撰),5791,洪楙勛,跋作者,男,None
776,132,聽簧閣存草(清洪暉堂撰),5790,陳僅,序作者,男,None
775,132,聽簧閣存草(清洪暉堂撰),5789,洪暉堂,主要作者,女,own
2366,133,海棠春曉樓吟草(清武淑儀撰),5784,汪承望,題辭,男,None
2365,133,海棠春曉樓吟草(清武淑儀撰),8176,趙嗣慶,序作者,男,None
2371,133,海棠春曉樓吟草(清武淑儀撰),5787,錢寶璵,序作者,男,None
2370,133,海棠春曉樓吟草(清武淑儀撰),5786,徐敦穆,題辭,男,None
2369,133,海棠春曉樓吟草(清武淑儀撰),5788,武麟仁,序作者,男,None
2368,133,海棠春曉樓吟草(清武淑儀撰),5787,錢寶璵,題辭,男,None
2367,133,海棠春曉樓吟草(清武淑儀撰),5785,汪承笏,題辭,男,None
774,133,海棠春曉樓吟草(清武淑儀撰),5783,武淑儀,主要作者,女,own
786,134,"古雪詩鈔:一卷, 續鈔: 一卷, 詩餘:一卷(清楊繼端撰）",5959,徐步雲,跋作者,男,None
784,134,"古雪詩鈔:一卷, 續鈔: 一卷, 詩餘:一卷(清楊繼端撰）",4705,石韞玉,序作者,男,None
787,134,"古雪詩鈔:一卷, 續鈔: 一卷, 詩餘:一卷(清楊繼端撰）",5960,張問萊,跋作者,男,丈夫
785,134,"古雪詩鈔:一卷, 續鈔: 一卷, 詩餘:一卷(清楊繼端撰）",5959,徐步雲,序作者,男,None
783,134,"古雪詩鈔:一卷, 續鈔: 一卷, 詩餘:一卷(清楊繼端撰）",4803,吳錫麒,序作者,男,None
782,134,"古雪詩鈔:一卷, 續鈔: 一卷, 詩餘:一卷(清楊繼端撰）",4704,梁同書,序作者,男,None
781,134,"古雪詩鈔:一卷, 續鈔: 一卷, 詩餘:一卷(清楊繼端撰）",166,楊繼端,主要作者,女,own
2375,135,桐華吟館詩稿:一卷(清汪佩珩撰）,5971,汪昌頤,題辭,男,None
2372,135,桐華吟館詩稿:一卷(清汪佩珩撰）,5970,嚴壽慈,題辭,女,None
2373,135,桐華吟館詩稿:一卷(清汪佩珩撰）,5972,曹用霖,序作者,男,None
2374,135,桐華吟館詩稿:一卷(清汪佩珩撰）,5970,嚴壽慈,序作者,女,None
788,135,桐華吟館詩稿:一卷(清汪佩珩撰）,5962,汪佩珩,主要作者,女,own
2541,135,桐華吟館詩稿:一卷(清汪佩珩撰）,5963,王錫蕃,作者,男,None
1276,136,芙蓉館遺稿：一卷(清史印玉撰),6007,史炳璋,題辭,男,None
1277,136,芙蓉館遺稿：一卷(清史印玉撰),6008,史悠益,題辭,男,None
1275,136,芙蓉館遺稿：一卷(清史印玉撰),6006,許薦蘋,題辭,女,None
794,136,芙蓉館遺稿：一卷(清史印玉撰),3997,史印玉,主要作者,女,own
1324,136,芙蓉館遺稿：一卷(清史印玉撰),5977,石德芬,跋作者,男,None
1274,136,芙蓉館遺稿：一卷(清史印玉撰),3512,冒俊,題辭,女,None
1278,136,芙蓉館遺稿：一卷(清史印玉撰),6009,史久徵,題辭,男,None
1272,136,芙蓉館遺稿：一卷(清史印玉撰),5993,吳國鎮,題辭,男,None
1262,136,芙蓉館遺稿：一卷(清史印玉撰),6004,鄭彤軒,題辭,男,None
1273,136,芙蓉館遺稿：一卷(清史印玉撰),6005,梁金祥,題辭,男,None
1260,136,芙蓉館遺稿：一卷(清史印玉撰),6002,石撝庭,序作者,男,None
1263,136,芙蓉館遺稿：一卷(清史印玉撰),4737,陳坤,題辭,男,None
1264,136,芙蓉館遺稿：一卷(清史印玉撰),4734,俞洵慶,題辭,男,None
1265,136,芙蓉館遺稿：一卷(清史印玉撰),5989,李家瑞,題辭,男,None
1261,136,芙蓉館遺稿：一卷(清史印玉撰),6003,張瑞穀,題辭,男,None
1267,136,芙蓉館遺稿：一卷(清史印玉撰),5586,胡欽,題辭,男,None
1268,136,芙蓉館遺稿：一卷(清史印玉撰),5990,戴鴻憲,題辭,男,None
1271,136,芙蓉館遺稿：一卷(清史印玉撰),5992,潘宝鋆,題辭,男,None
1270,136,芙蓉館遺稿：一卷(清史印玉撰),5991,戴鴻惠,題辭,男,None
1269,136,芙蓉館遺稿：一卷(清史印玉撰),400,戴鴻慈,題辭,男,None
1266,136,芙蓉館遺稿：一卷(清史印玉撰),4744,陳銓,題辭,男,None
3207,137,清湘樓詩選:一卷 (清凌興鳳撰）,5964,范鍇,跋作者,男,None
3208,137,清湘樓詩選:一卷 (清凌興鳳撰）,5987,陶聯士,題辭,男,None
789,137,清湘樓詩選:一卷 (清凌興鳳撰）,1502,凌興鳳,主要作者,女,own
790,138,慧福樓幸草: 一卷(清俞繡孫撰）,239,俞繡孫,主要作者,女,own
791,138,慧福樓幸草: 一卷(清俞繡孫撰）,308,俞樾,序作者,男,父
795,139,碧華館吟草:一卷 (清殷如琳撰）,5965,殷如琳,主要作者,女,own
3082,139,碧華館吟草:一卷 (清殷如琳撰）,5976,方長玉,跋作者,女,None
3081,139,碧華館吟草:一卷 (清殷如琳撰）,5975,黃家修,題辭,男,None
3080,139,碧華館吟草:一卷 (清殷如琳撰）,5974,王柘香,題辭,男,None
3079,139,碧華館吟草:一卷 (清殷如琳撰）,5968,夏仁溥,傳記作者,男,None
3078,139,碧華館吟草:一卷 (清殷如琳撰）,5967,仇埰,序作者,男,None
796,140,倚雲樓詩鈔：一卷(清劉月娟撰）,5966,劉月娟,主要作者,女,own
1297,140,倚雲樓詩鈔：一卷(清劉月娟撰）,6260,黃功黻,題辭,男,None
3315,140,倚雲樓詩鈔：一卷(清劉月娟撰）,6261,麥頌濂,作者,男,None
1294,140,倚雲樓詩鈔：一卷(清劉月娟撰）,6257,李學溶,序作者,男,None
1295,140,倚雲樓詩鈔：一卷(清劉月娟撰）,6258,黃士榘,題辭,男,None
1296,140,倚雲樓詩鈔：一卷(清劉月娟撰）,6259,黃妙雲,題辭,女,None
3314,140,倚雲樓詩鈔：一卷(清劉月娟撰）,8346,伍鏞,作者,男,None
1299,140,倚雲樓詩鈔：一卷(清劉月娟撰）,6257,李學溶,題辭,男,None
1300,140,倚雲樓詩鈔：一卷(清劉月娟撰）,6263,李秀珠,題辭,女,None
1301,140,倚雲樓詩鈔：一卷(清劉月娟撰）,6261,麥頌濂,題辭,男,None
1298,140,倚雲樓詩鈔：一卷(清劉月娟撰）,6262,何妙蘭,題辭,女,None
3316,140,倚雲樓詩鈔：一卷(清劉月娟撰）,6427,劉釗,作者,男,None
3317,140,倚雲樓詩鈔：一卷(清劉月娟撰）,8347,劉家焯,作者,男,None
3318,140,倚雲樓詩鈔：一卷(清劉月娟撰）,6257,李學溶,作者,男,None
1259,141,飛素閣遺詩：一卷(清梁靄撰）,6278,史天穠,題辭,女,None
1256,141,飛素閣遺詩：一卷(清梁靄撰）,6275,程懋嫺,題辭,女,None
1253,141,飛素閣遺詩：一卷(清梁靄撰）,6273,左樹琦,題辭,男,None
1258,141,飛素閣遺詩：一卷(清梁靄撰）,6277,史福貞,題辭,女,None
792,141,飛素閣遺詩：一卷(清梁靄撰）,3987,梁靄,主要作者,女,own
1252,141,飛素閣遺詩：一卷(清梁靄撰）,5980,劉熽芬,題辭,男,None
1257,141,飛素閣遺詩：一卷(清梁靄撰）,6276,葉花雲,題辭,女,None
1251,141,飛素閣遺詩：一卷(清梁靄撰）,5983,李寶森,題辭,男,None
1250,141,飛素閣遺詩：一卷(清梁靄撰）,6272,張漢洋,題辭,男,None
1249,141,飛素閣遺詩：一卷(清梁靄撰）,6271,朱兆基,題辭,男,None
1323,141,飛素閣遺詩：一卷(清梁靄撰）,5978,潘飛聲,跋作者,男,丈夫
1248,141,飛素閣遺詩：一卷(清梁靄撰）,5984,周忠鋆,題辭,男,None
1247,141,飛素閣遺詩：一卷(清梁靄撰）,5985,鄭官應,題辭,男,None
1246,141,飛素閣遺詩：一卷(清梁靄撰）,6270,程聯芳,題辭,男,None
1245,141,飛素閣遺詩：一卷(清梁靄撰）,5979,王恩翔,題辭,男,None
1244,141,飛素閣遺詩：一卷(清梁靄撰）,6269,幹瓊霖,題辭,男,None
1243,141,飛素閣遺詩：一卷(清梁靄撰）,5982,萬釗,題辭,男,None
1242,141,飛素閣遺詩：一卷(清梁靄撰）,6268,李東沅,題辭,男,None
1241,141,飛素閣遺詩：一卷(清梁靄撰）,5986,丘逢甲,題辭,男,None
1240,141,飛素閣遺詩：一卷(清梁靄撰）,6267,陳崧,序作者,男,None
1239,141,飛素閣遺詩：一卷(清梁靄撰）,4624,冒廣生,序作者,男,None
1238,141,飛素閣遺詩：一卷(清梁靄撰）,5973,陶森甲,序作者,男,None
1237,141,飛素閣遺詩：一卷(清梁靄撰）,6266,葉芬,傳記作者,男,None
1255,141,飛素閣遺詩：一卷(清梁靄撰）,6274,劉藹慈,題辭,女,None
1254,141,飛素閣遺詩：一卷(清梁靄撰）,5981,李文泰,題辭,男,None
3083,142,聞妙香室詞:一卷(清陸珊撰）,3797,張應昌,附記作者,男,丈夫
793,142,聞妙香室詞:一卷(清陸珊撰）,201,陸珊,主要作者,女,own
3084,142,聞妙香室詞:一卷(清陸珊撰）,3797,張應昌,題辭,男,丈夫
3085,142,聞妙香室詞:一卷(清陸珊撰）,3797,張應昌,其他作者,男,丈夫
802,143,綠綺閣詩鈔：一卷(清李佩珍撰）,6010,李佩珍,主要作者,女,own
1302,143,綠綺閣詩鈔：一卷(清李佩珍撰）,6011,陸宗瓚,序作者,男,None
1303,143,綠綺閣詩鈔：一卷(清李佩珍撰）,6012,黃鏞,跋作者,男,None
3086,144,絮香吟館小草：一卷(清庫雅勒齡文撰）,5994,彭玉麟,序作者,男,None
3087,144,絮香吟館小草：一卷(清庫雅勒齡文撰）,5995,張佩綸,序作者,男,None
3088,144,絮香吟館小草：一卷(清庫雅勒齡文撰）,5996,龍繼棟,序作者,男,None
797,144,絮香吟館小草：一卷(清庫雅勒齡文撰）,4024,庫雅勒 齡文,主要作者,女,own
3089,145,儀孝堂詩集：一卷（清何承徽撰）,8254,黎元洪,題辭,男,None
803,145,儀孝堂詩集：一卷（清何承徽撰）,6001,何承徽,主要作者,女,own
2312,145,儀孝堂詩集：一卷（清何承徽撰）,5997,譚延闓,序作者,男,None
3090,146,苔牕拾藁：一卷（清吳永和撰）,6014,孫讜,序作者,男,None
3093,146,苔牕拾藁：一卷（清吳永和撰）,5998,沈德潛,序作者,男,None
3096,146,苔牕拾藁：一卷（清吳永和撰）,8257,董玉蒼,作者,男,丈夫
3092,146,苔牕拾藁：一卷（清吳永和撰）,6000,徐永宣,序作者,男,None
3091,146,苔牕拾藁：一卷（清吳永和撰）,6013,邵坡,序作者,男,None
3094,146,苔牕拾藁：一卷（清吳永和撰）,5999,潘耒,傳記作者,男,None
3095,146,苔牕拾藁：一卷（清吳永和撰）,4627,儲大文,附記作者,男,None
798,146,苔牕拾藁：一卷（清吳永和撰）,763,吳永和,主要作者,女,own
3109,147,"碧桃花館詩鈔:一卷, 繡餘閣詩草:一卷(清石錦繡撰）",6028,范軧衡,序作者,男,None
3108,147,"碧桃花館詩鈔:一卷, 繡餘閣詩草:一卷(清石錦繡撰）",6024,劉玉懷,序作者,男,None
3107,147,"碧桃花館詩鈔:一卷, 繡餘閣詩草:一卷(清石錦繡撰）",6025,黃元坤,序作者,男,None
3105,147,"碧桃花館詩鈔:一卷, 繡餘閣詩草:一卷(清石錦繡撰）",6023,劉世墀,序作者,男,None
3104,147,"碧桃花館詩鈔:一卷, 繡餘閣詩草:一卷(清石錦繡撰）",6022,周長森,序作者,男,None
3103,147,"碧桃花館詩鈔:一卷, 繡餘閣詩草:一卷(清石錦繡撰）",6021,黃家駒,序作者,男,None
3106,147,"碧桃花館詩鈔:一卷, 繡餘閣詩草:一卷(清石錦繡撰）",6027,黃淦,序作者,男,None
799,147,"碧桃花館詩鈔:一卷, 繡餘閣詩草:一卷(清石錦繡撰）",3656,石錦繡,主要作者,女,own
3102,147,"碧桃花館詩鈔:一卷, 繡餘閣詩草:一卷(清石錦繡撰）",6026,陳棟,傳記作者,男,None
3211,148,佩珊珊室詩存：一卷(清王紉佩撰),8169,陳漢章,輓詞作者,男,None
3210,148,佩珊珊室詩存：一卷(清王紉佩撰),6030,江峯青,輓詞作者,男,丈夫
3218,148,佩珊珊室詩存：一卷(清王紉佩撰),8272,程振元,輓詞作者,男,None
3209,148,佩珊珊室詩存：一卷(清王紉佩撰),6030,江峯青,作者,男,丈夫
800,148,佩珊珊室詩存：一卷(清王紉佩撰),4021,王紉佩,主要作者,女,own
3212,148,佩珊珊室詩存：一卷(清王紉佩撰),8170,胡位臨,輓詞作者,男,None
3213,148,佩珊珊室詩存：一卷(清王紉佩撰),8171,張逢源,輓詞作者,男,None
3214,148,佩珊珊室詩存：一卷(清王紉佩撰),8172,程肇元,輓詞作者,男,None
3215,148,佩珊珊室詩存：一卷(清王紉佩撰),6439,余顯周,輓詞作者,男,None
3216,148,佩珊珊室詩存：一卷(清王紉佩撰),6442,蔣清瑞,輓詞作者,男,None
3217,148,佩珊珊室詩存：一卷(清王紉佩撰),8273,詹夢甲,輓詞作者,男,None
3219,148,佩珊珊室詩存：一卷(清王紉佩撰),8271,江蔚青,輓詞作者,男,suspicious
2322,148,佩珊珊室詩存：一卷(清王紉佩撰),6036,寧本瑜,題辭,男,None
2321,148,佩珊珊室詩存：一卷(清王紉佩撰),6035,黃福元,題辭,男,None
2315,148,佩珊珊室詩存：一卷(清王紉佩撰),6029,汪清麒,序作者,男,None
2316,148,佩珊珊室詩存：一卷(清王紉佩撰),6030,江峯青,序作者,男,丈夫
2317,148,佩珊珊室詩存：一卷(清王紉佩撰),6031,顧福仁,題辭,男,None
2318,148,佩珊珊室詩存：一卷(清王紉佩撰),6032,吳世欽,題辭,男,None
2319,148,佩珊珊室詩存：一卷(清王紉佩撰),6033,史增美,題辭,男,None
2320,148,佩珊珊室詩存：一卷(清王紉佩撰),6034,紀驤,題辭,男,None
2328,148,佩珊珊室詩存：一卷(清王紉佩撰),8168,趙燕環,輓詞作者,女,None
2323,148,佩珊珊室詩存：一卷(清王紉佩撰),6037,程兼善,題辭,男,None
2324,148,佩珊珊室詩存：一卷(清王紉佩撰),6030,江峯青,題辭,男,丈夫
2325,148,佩珊珊室詩存：一卷(清王紉佩撰),6075,楊葆光,輓詞作者,男,None
2326,148,佩珊珊室詩存：一卷(清王紉佩撰),6100,顧曾沐,輓詞作者,男,None
2327,148,佩珊珊室詩存：一卷(清王紉佩撰),8167,余乾曜,輓詞作者,男,None
3220,149,唾絨餘草：一卷(清吴小姑撰),6016,羅晉先,序作者,男,None
3254,149,唾絨餘草：一卷(清吴小姑撰),8298,周文噩,題辭,男,None
3256,149,唾絨餘草：一卷(清吴小姑撰),6255,羅承綸,題辭,男,None
3221,149,唾絨餘草：一卷(清吴小姑撰),6017,羅定霖,題辭,男,None
801,149,唾絨餘草：一卷(清吴小姑撰),256,吳小姑,主要作者,女,own
3235,149,唾絨餘草：一卷(清吴小姑撰),6018,李長榮,題辭,男,None
3236,149,唾絨餘草：一卷(清吴小姑撰),6019,傅兆麟,題辭,男,None
3253,149,唾絨餘草：一卷(清吴小姑撰),8297,梁念高,題辭,男,None
3252,149,唾絨餘草：一卷(清吴小姑撰),8296,蔡蘊玉,題辭,女,None
3251,149,唾絨餘草：一卷(清吴小姑撰),8295,簡一中,題辭,男,None
3250,149,唾絨餘草：一卷(清吴小姑撰),8294,范瑛,題辭,男,None
3249,149,唾絨餘草：一卷(清吴小姑撰),8293,彭元龍,題辭,男,None
2395,149,唾絨餘草：一卷(清吴小姑撰),6015,黃時春,序作者,男,None
3247,149,唾絨餘草：一卷(清吴小姑撰),6443,陳輔光,題辭,男,None
3255,149,唾絨餘草：一卷(清吴小姑撰),8299,梁念榮,題辭,男,None
3246,149,唾絨餘草：一卷(清吴小姑撰),8290,何芳,題辭,男,None
3244,149,唾絨餘草：一卷(清吴小姑撰),8288,仇詒厚,題辭,男,None
3243,149,唾絨餘草：一卷(清吴小姑撰),8287,羅甡祚,題辭,男,None
3242,149,唾絨餘草：一卷(清吴小姑撰),8286,李芳蘭,題辭,女,None
3241,149,唾絨餘草：一卷(清吴小姑撰),8284,羅元祚,題辭,男,None
3240,149,唾絨餘草：一卷(清吴小姑撰),8283,蕭志健,題辭,男,None
3239,149,唾絨餘草：一卷(清吴小姑撰),8282,羅家祥,題辭,男,None
3238,149,唾絨餘草：一卷(清吴小姑撰),6440,李夢庚,題辭,男,None
3245,149,唾絨餘草：一卷(清吴小姑撰),8289,羅戴祚,題辭,男,None
3248,149,唾絨餘草：一卷(清吴小姑撰),8292,盧承衡,題辭,男,None
3237,149,唾絨餘草：一卷(清吴小姑撰),6020,羅嘉蓉,題辭,男,None
3280,150,吳陽女士詩：一卷(清化州陳玉山妻李氏撰),8311,鄒宇馨,作者,男,None
833,150,吳陽女士詩：一卷(清化州陳玉山妻李氏撰),6256,李氏(化州茂才陳玉山妻),主要作者,女,own
3279,150,吳陽女士詩：一卷(清化州陳玉山妻李氏撰),8307,葉瑞光,作者,男,None
3233,151,噫餘室詩鈔:一卷(清劉韻芳撰),6253,劉化成,序作者,男,None
3234,151,噫餘室詩鈔:一卷(清劉韻芳撰),6250,劉冷廠,墓志詺作者,男,None
832,151,噫餘室詩鈔:一卷(清劉韻芳撰),6107,劉韻芳,主要作者,女,own
3232,151,噫餘室詩鈔:一卷(清劉韻芳撰),6254,彭鴻元,序作者,男,None
3231,151,噫餘室詩鈔:一卷(清劉韻芳撰),6252,王之恩,序作者,男,None
3230,151,噫餘室詩鈔:一卷(清劉韻芳撰),6251,黃山,序作者,男,None
3225,152,增訂噫余室詩鈔:一卷(清劉韻芳撰),6251,黃山,序作者,男,None
3227,152,增訂噫余室詩鈔:一卷(清劉韻芳撰),6254,彭鴻元,序作者,男,None
3224,152,增訂噫余室詩鈔:一卷(清劉韻芳撰),6265,顧鳴盛,輓詞作者,男,None
3229,152,增訂噫余室詩鈔:一卷(清劉韻芳撰),6250,劉冷廠,墓志詺作者,男,None
3223,152,增訂噫余室詩鈔:一卷(清劉韻芳撰),6265,顧鳴盛,其他作者,男,None
